Cpu,Dataset,User,Cores,Threads,Min,Avg,StDev
IntelRXeonRGold6444Y,1B_10K,mtopolnik,8,16,1.672,1.693,0.009
IntelRXeonRGold6444Y,1B_10K,mtopolnik,16,16,1.228,1.239,0.009
IntelRXeonRGold6444Y,1B_10K,mtopolnik,16,32,1.038,1.090,0.058
IntelRXeonRGold6444Y,1B_10K,mtopolnik,32,32,0.801,0.840,0.015
IntelRXeonRGold6444Y,1B_10K,mtopolnik,32,64,1.137,1.159,0.016
IntelRXeonRGold6444Y,1B_10K,mtopolnik-rs,8,8,2.677,2.709,0.023
IntelRXeonRGold6444Y,1B_10K,mtopolnik-rs,8,16,2.013,2.024,0.006
IntelRXeonRGold6444Y,1B_10K,mtopolnik-rs,16,16,1.457,1.476,0.021
IntelRXeonRGold6444Y,1B_10K,mtopolnik-rs,16,32,1.136,1.154,0.025
IntelRXeonRGold6444Y,1B_10K,mtopolnik-rs,32,32,0.924,0.983,0.027
IntelRXeonRGold6444Y,1B_10K,mtopolnik-rs,32,64,0.728,0.786,0.047
IntelRXeonRGold6444Y,1B_10K,nietras,8,8,3.191,3.231,0.018
IntelRXeonRGold6444Y,1B_10K,nietras,8,16,2.025,2.045,0.014
IntelRXeonRGold6444Y,1B_10K,nietras,16,16,1.707,1.726,0.010
IntelRXeonRGold6444Y,1B_10K,nietras,16,32,1.126,1.147,0.020
IntelRXeonRGold6444Y,1B_10K,nietras,32,32,0.971,0.990,0.020
IntelRXeonRGold6444Y,1B_10K,nietras,32,64,0.692,0.707,0.009
IntelRXeonRGold6444Y,1B_10K,NimaAra,8,8,5.084,5.104,0.033
IntelRXeonRGold6444Y,1B_10K,NimaAra,8,16,3.412,3.444,0.044
IntelRXeonRGold6444Y,1B_10K,NimaAra,16,16,2.647,2.674,0.024
IntelRXeonRGold6444Y,1B_10K,NimaAra,16,32,1.824,1.836,0.014
IntelRXeonRGold6444Y,1B_10K,NimaAra,32,32,1.460,1.500,0.060
IntelRXeonRGold6444Y,1B_10K,NimaAra,32,64,1.069,1.140,0.123
IntelRXeonRGold6444Y,1B_10K,noahfalk,8,8,2.179,2.212,0.014
IntelRXeonRGold6444Y,1B_10K,noahfalk,8,16,1.512,1.519,0.004
IntelRXeonRGold6444Y,1B_10K,noahfalk,16,16,1.155,1.158,0.003
IntelRXeonRGold6444Y,1B_10K,noahfalk,16,32,0.867,0.872,0.003
IntelRXeonRGold6444Y,1B_10K,noahfalk,32,32,0.753,0.764,0.005
IntelRXeonRGold6444Y,1B_10K,noahfalk,32,64,0.832,0.848,0.008
IntelRXeonRGold6444Y,1B_10K,pedrosakuma,8,8,4.354,4.361,0.006
IntelRXeonRGold6444Y,1B_10K,pedrosakuma,8,16,3.172,3.184,0.009
IntelRXeonRGold6444Y,1B_10K,pedrosakuma,16,16,2.448,2.457,0.008
IntelRXeonRGold6444Y,1B_10K,pedrosakuma,16,32,1.941,1.951,0.002
IntelRXeonRGold6444Y,1B_10K,pedrosakuma,32,32,1.630,1.638,0.005
IntelRXeonRGold6444Y,1B_10K,pedrosakuma,32,64,0.529,0.535,0.005
IntelRXeonRGold6444Y,1B_10K,royvanrijn,8,8,2.497,2.519,0.007
IntelRXeonRGold6444Y,1B_10K,royvanrijn,8,16,1.845,1.878,0.013
IntelRXeonRGold6444Y,1B_10K,royvanrijn,16,16,1.262,1.271,0.006
IntelRXeonRGold6444Y,1B_10K,royvanrijn,16,32,0.939,0.959,0.008
IntelRXeonRGold6444Y,1B_10K,royvanrijn,32,32,0.657,0.716,0.019
IntelRXeonRGold6444Y,1B_10K,royvanrijn,32,64,0.694,0.761,0.060
IntelRXeonRGold6444Y,1B_10K,stephenvonworley,8,8,2.254,2.261,0.003
IntelRXeonRGold6444Y,1B_10K,stephenvonworley,8,16,1.692,1.698,0.003
IntelRXeonRGold6444Y,1B_10K,stephenvonworley,16,16,1.188,1.191,0.002
IntelRXeonRGold6444Y,1B_10K,stephenvonworley,16,32,0.987,0.990,0.001
IntelRXeonRGold6444Y,1B_10K,stephenvonworley,32,32,0.718,0.721,0.002
IntelRXeonRGold6444Y,1B_10K,stephenvonworley,32,64,0.719,0.723,0.001
IntelRXeonRGold6444Y,1B_10K,thomaswue,8,8,2.695,2.707,0.007
IntelRXeonRGold6444Y,1B_10K,thomaswue,8,16,2.069,2.081,0.006
IntelRXeonRGold6444Y,1B_10K,thomaswue,16,16,1.394,1.399,0.002
IntelRXeonRGold6444Y,1B_10K,thomaswue,16,32,1.114,1.119,0.001
IntelRXeonRGold6444Y,1B_10K,thomaswue,32,32,0.791,0.794,0.003
IntelRXeonRGold6444Y,1B_10K,thomaswue,32,64,0.730,0.733,0.002
IntelRXeonRGold6444Y,1B_10K,xoofx,8,8,3.434,3.491,0.026
IntelRXeonRGold6444Y,1B_10K,xoofx,8,16,2.425,2.465,0.015
IntelRXeonRGold6444Y,1B_10K,xoofx,16,16,1.738,1.767,0.018
IntelRXeonRGold6444Y,1B_10K,xoofx,16,32,1.254,1.304,0.018
IntelRXeonRGold6444Y,1B_10K,xoofx,32,32,0.934,0.948,0.031
IntelRXeonRGold6444Y,1B_10K,xoofx,32,64,0.779,0.801,0.015
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,abeobk,6,6,2.014,2.025,0.006
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,abeobk,6,12,1.704,1.708,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,abeobk,12,12,1.020,1.027,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,abeobk,12,24,0.867,0.869,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,abeobk,24,24,0.539,0.544,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,abeobk,24,48,0.456,0.459,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,abeobk,48,48,0.296,0.300,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,abeobk,48,96,0.248,0.252,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,artsiomkorzun,6,6,1.570,1.586,0.008
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,artsiomkorzun,6,12,1.471,1.473,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,artsiomkorzun,12,12,0.790,0.797,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,artsiomkorzun,12,24,0.744,0.746,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,artsiomkorzun,24,24,0.411,0.414,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,artsiomkorzun,24,48,0.397,0.405,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,artsiomkorzun,48,48,0.248,0.251,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,artsiomkorzun,48,96,0.262,0.274,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,austindonisan,6,6,0.759,0.764,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,austindonisan,6,12,0.386,0.390,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,austindonisan,12,12,0.386,0.389,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,austindonisan,12,24,0.209,0.215,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,austindonisan,24,24,0.209,0.218,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,austindonisan,24,48,0.163,0.166,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,austindonisan,48,48,0.162,0.166,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,austindonisan,48,96,0.188,0.196,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,buybackoff,6,6,1.734,1.743,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,buybackoff,6,12,1.600,1.610,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,buybackoff,12,12,0.878,0.883,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,buybackoff,12,24,0.816,0.820,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,buybackoff,24,24,0.465,0.468,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,buybackoff,24,48,0.443,0.450,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,buybackoff,48,48,0.269,0.273,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,buybackoff,48,96,0.274,0.280,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,CameronAavik,6,6,2.508,2.535,0.012
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,CameronAavik,6,12,2.152,2.180,0.011
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,CameronAavik,12,12,1.391,1.404,0.006
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,CameronAavik,12,24,1.275,1.316,0.031
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,CameronAavik,24,24,1.014,1.017,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,CameronAavik,24,48,0.867,0.887,0.007
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,CameronAavik,48,48,0.638,0.643,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,CameronAavik,48,96,0.641,0.661,0.033
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,dzaima,6,6,2.632,2.737,0.034
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,jerrinot,6,6,1.745,1.756,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,jerrinot,6,12,1.499,1.511,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,jerrinot,12,12,0.896,0.901,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,jerrinot,12,24,0.767,0.773,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,jerrinot,24,24,0.469,0.475,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,jerrinot,24,48,0.401,0.411,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,jerrinot,48,48,0.265,0.271,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,jerrinot,48,96,0.240,0.247,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,kpocza,6,6,2.943,2.948,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,kpocza,6,12,2.390,2.418,0.011
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,kpocza,12,12,1.582,1.585,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,kpocza,12,24,1.301,1.313,0.007
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,kpocza,24,24,0.893,0.900,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,kpocza,24,48,0.757,0.766,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,kpocza,48,48,0.564,0.572,0.006
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,kpocza,48,96,0.514,0.521,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,lehuyduc,6,6,1.936,1.956,0.019
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,lehuyduc,6,12,1.403,1.431,0.017
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,lehuyduc,12,12,0.991,1.009,0.011
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,lehuyduc,12,24,0.755,0.778,0.009
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,lehuyduc,24,24,0.559,0.584,0.020
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,lehuyduc,24,48,0.447,0.459,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,lehuyduc,48,48,0.324,0.345,0.009
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,lehuyduc,48,96,0.274,0.301,0.016
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,mtopolnik,6,6,2.434,2.450,0.006
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,mtopolnik,6,12,1.875,1.899,0.011
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,mtopolnik,12,12,1.279,1.287,0.008
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,mtopolnik,12,24,1.007,1.035,0.013
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,mtopolnik,24,24,0.703,0.725,0.017
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,mtopolnik,24,48,0.599,0.623,0.012
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,mtopolnik,48,48,0.415,0.443,0.013
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,mtopolnik,48,96,0.463,0.475,0.008
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,mtopolnik-rs,6,6,2.860,2.866,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,mtopolnik-rs,6,12,2.700,2.704,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,mtopolnik-rs,12,12,1.534,1.536,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,mtopolnik-rs,12,24,1.460,1.462,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,mtopolnik-rs,24,24,0.874,0.876,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,mtopolnik-rs,24,48,0.860,0.864,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,mtopolnik-rs,48,48,0.571,0.582,0.009
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,mtopolnik-rs,48,96,0.594,0.607,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,nietras,6,6,2.639,2.681,0.019
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,nietras,6,12,1.925,1.942,0.008
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,nietras,12,12,1.425,1.452,0.015
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,nietras,12,24,1.062,1.074,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,nietras,24,24,0.815,0.828,0.006
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,nietras,24,48,0.638,0.645,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,nietras,48,48,0.523,0.531,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,nietras,48,96,0.454,0.463,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,NimaAra,6,6,6.152,6.155,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,NimaAra,6,12,4.930,4.950,0.014
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,NimaAra,12,12,3.178,3.190,0.007
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,NimaAra,12,24,2.578,2.582,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,NimaAra,24,24,1.879,1.880,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,NimaAra,24,48,1.552,1.556,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,NimaAra,48,48,1.067,1.071,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,NimaAra,48,96,0.940,0.943,0.000
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,noahfalk,6,6,1.347,1.358,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,noahfalk,6,12,1.215,1.227,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,noahfalk,12,12,0.693,0.697,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,noahfalk,12,24,0.638,0.643,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,noahfalk,24,24,0.409,0.411,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,noahfalk,24,48,0.391,0.396,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,noahfalk,48,48,0.302,0.311,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,noahfalk,48,96,0.353,0.375,0.013
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,pedrosakuma,6,6,5.425,5.441,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,pedrosakuma,6,12,4.769,4.789,0.010
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,pedrosakuma,12,12,2.944,2.956,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,pedrosakuma,12,24,2.680,2.686,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,pedrosakuma,24,24,1.937,1.941,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,pedrosakuma,24,48,1.942,1.947,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,pedrosakuma,48,48,1.458,1.464,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,pedrosakuma,48,96,1.791,1.798,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,royvanrijn,6,6,2.515,2.525,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,royvanrijn,6,12,1.819,1.829,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,royvanrijn,12,12,1.288,1.296,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,royvanrijn,12,24,0.934,0.944,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,royvanrijn,24,24,0.672,0.684,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,royvanrijn,24,48,0.501,0.513,0.006
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,royvanrijn,48,48,0.386,0.404,0.006
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,royvanrijn,48,96,0.336,0.347,0.006
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,stephenvonworley,6,6,2.045,2.069,0.008
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,stephenvonworley,6,12,1.771,1.790,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,stephenvonworley,12,12,1.034,1.041,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,stephenvonworley,12,24,0.907,0.913,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,stephenvonworley,24,24,0.541,0.550,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,stephenvonworley,24,48,0.509,0.522,0.006
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,stephenvonworley,48,48,0.314,0.320,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,stephenvonworley,48,96,0.324,0.331,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,thomaswue,6,6,1.681,1.704,0.010
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,thomaswue,6,12,1.542,1.545,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,thomaswue,12,12,0.849,0.855,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,thomaswue,12,24,0.782,0.783,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,thomaswue,24,24,0.472,0.474,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,thomaswue,24,48,0.434,0.436,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,thomaswue,48,48,0.261,0.263,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,thomaswue,48,96,0.255,0.257,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,xoofx,6,6,4.492,4.528,0.014
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,xoofx,6,12,3.415,3.429,0.006
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,xoofx,12,12,2.253,2.275,0.008
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,xoofx,12,24,1.716,1.723,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,xoofx,24,24,1.278,1.292,0.006
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,xoofx,24,48,0.971,0.977,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,xoofx,48,48,0.666,0.673,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B,xoofx,48,96,0.536,0.567,0.015
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,abeobk,12,12,3.438,3.482,0.016
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,abeobk,12,24,2.664,2.676,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,abeobk,24,24,1.648,1.656,0.008
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,abeobk,24,48,1.502,1.518,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,abeobk,48,48,0.819,0.825,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,abeobk,48,96,0.744,0.747,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,artsiomkorzun,12,12,1.996,2.005,0.007
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,artsiomkorzun,12,24,1.696,1.700,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,artsiomkorzun,24,24,1.075,1.083,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,artsiomkorzun,24,48,1.243,1.246,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,artsiomkorzun,48,48,0.580,0.584,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,artsiomkorzun,48,96,0.716,0.730,0.007
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,austindonisan,12,12,2.228,2.232,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,austindonisan,12,24,1.247,1.252,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,austindonisan,24,24,1.245,1.247,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,austindonisan,24,48,0.671,0.675,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,austindonisan,48,48,0.663,0.667,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,austindonisan,48,96,0.830,0.833,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,buybackoff,12,12,1.652,1.691,0.028
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,buybackoff,12,24,2.443,2.446,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,buybackoff,24,24,0.923,0.950,0.015
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,buybackoff,24,48,1.303,1.305,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,buybackoff,48,48,0.503,0.523,0.016
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,buybackoff,48,96,0.734,0.739,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,CameronAavik,12,12,4.343,4.358,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,CameronAavik,12,24,3.950,4.027,0.045
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,CameronAavik,24,24,3.183,3.189,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,CameronAavik,24,48,2.501,2.633,0.085
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,CameronAavik,48,48,1.730,1.744,0.006
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,CameronAavik,48,96,1.733,1.751,0.017
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,jerrinot,12,12,2.903,2.939,0.016
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,jerrinot,12,24,2.512,2.523,0.008
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,jerrinot,24,24,1.795,1.805,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,jerrinot,24,48,1.620,1.631,0.007
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,jerrinot,48,48,1.246,1.257,0.007
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,jerrinot,48,96,1.178,1.184,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,kpocza,12,12,2.998,3.061,0.052
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,kpocza,12,24,3.185,3.196,0.007
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,kpocza,24,24,1.678,1.705,0.016
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,kpocza,24,48,1.890,1.901,0.004
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,kpocza,48,48,1.025,1.058,0.010
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,kpocza,48,96,1.145,1.153,0.006
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,lehuyduc,12,12,2.229,2.289,0.057
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,lehuyduc,12,24,2.416,2.475,0.033
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,lehuyduc,24,24,1.185,1.232,0.047
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,lehuyduc,24,48,1.402,1.448,0.032
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,lehuyduc,48,48,0.645,0.701,0.019
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,lehuyduc,48,96,0.818,0.898,0.019
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,mtopolnik,12,12,2.167,2.197,0.023
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,mtopolnik,12,24,2.231,2.285,0.012
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,mtopolnik,24,24,1.365,1.391,0.019
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,mtopolnik,24,48,1.886,1.928,0.013
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,mtopolnik,48,48,1.087,1.119,0.031
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,mtopolnik,48,96,2.422,2.450,0.026
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,mtopolnik-rs,12,12,3.089,3.103,0.006
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,mtopolnik-rs,12,24,3.020,3.027,0.005
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,mtopolnik-rs,24,24,1.714,1.718,0.003
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,mtopolnik-rs,24,48,2.009,2.019,0.001
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,mtopolnik-rs,48,48,1.067,1.077,0.009
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,mtopolnik-rs,48,96,1.269,1.289,0.020
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,nietras,12,12,2.887,2.912,0.013
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,nietras,12,24,3.145,3.156,0.007
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,nietras,24,24,1.625,1.634,0.002
IntelRXeonRPlatinum8275CLCPU@3.00GHz,1B_10K,nietras,24,48,1.757,1.765,0.003
